player_id,player_name,fair_k,fair_k_line,book_line,batters_faced,lineup_source,game_status,game_start,k_sigma,run_mode,model_p_over,model_p_under,implied_p_over,implied_p_under,no_vig_p_over,no_vig_p_under,edge_over,edge_under,ev_over,ev_under,over_odds,under_odds,pick,pass_reason
694297,"Pfaadt, Brandon",4.246,4.0,3.5,20,default,Preview,2026-07-01T01:40:00Z,2.881,early,0.6022,0.3978,0.4444,0.6226,0.4165,0.5835,0.1857,-0.1857,0.3549,-0.361,125,-165,PASS,ev_cap(35%)
685299,"Gordon, Tanner",3.794,4.0,3.5,18,default,Preview,2026-07-01T00:40:00Z,2.76,early,0.5424,0.4576,0.4545,0.6154,0.4248,0.5752,0.1176,-0.1176,0.1933,-0.2564,120,-160,OVER,
607200,"Fedde, Erick",3.457,3.5,3.5,18,lineup,Preview,2026-06-30T22:35:00Z,2.417,early,0.4929,0.5071,0.4651,0.6,0.4367,0.5633,0.0562,-0.0562,0.0597,-0.1548,115,-150,PASS,below_min_ev(6%)
695076,"Lowder, Rhett",4.201,4.0,4.5,20,lineup,Preview,2026-06-30T23:40:00Z,2.342,early,0.4492,0.5508,0.4545,0.6154,0.4248,0.5752,0.0244,-0.0244,-0.0117,-0.105,120,-160,PASS,below_min_edge
669461,"Liberatore, Matthew",3.79,4.0,4.5,18,lineup,Preview,2026-06-30T23:15:00Z,2.775,early,0.399,0.601,0.4255,0.6429,0.3983,0.6017,0.0007,-0.0007,-0.0623,-0.0651,135,-180,PASS,below_min_edge
676664,"Sears, JP",3.952,4.0,3.5,19,lineup,Preview,2026-07-01T00:05:00Z,2.553,early,0.5703,0.4297,0.6226,0.4444,0.5835,0.4165,-0.0132,0.0132,-0.0841,-0.0331,-165,125,PASS,below_min_edge
694346,"Gibson, Trey",3.919,4.0,4.5,18,lineup,Preview,2026-06-30T22:35:00Z,2.57,early,0.4106,0.5894,0.4545,0.6154,0.4248,0.5752,-0.0143,0.0143,-0.0967,-0.0422,120,-160,PASS,below_min_edge
605488,"Springs, Jeffrey",3.825,4.0,4.5,18,default,Preview,2026-07-01T01:40:00Z,2.722,early,0.4021,0.5979,0.4444,0.6226,0.4165,0.5835,-0.0144,0.0144,-0.0953,-0.0397,125,-165,PASS,below_min_edge
702070,"Cameron, Noah",4.104,4.0,4.5,20,lineup,Preview,2026-06-30T23:40:00Z,2.573,early,0.4388,0.5612,0.4878,0.5745,0.4592,0.5408,-0.0204,0.0204,-0.1004,-0.0232,105,-135,PASS,below_min_edge
527048,"Pérez, Martín",3.612,3.5,3.5,18,lineup,Preview,2026-06-30T23:15:00Z,2.481,early,0.518,0.482,0.5745,0.4878,0.5408,0.4592,-0.0228,0.0228,-0.0983,-0.0119,-135,105,PASS,below_min_edge
643377,"Jax, Griffin",4.703,4.5,4.5,18,lineup,Preview,2026-06-30T23:40:00Z,2.494,early,0.5324,0.4676,0.6154,0.4545,0.5752,0.4248,-0.0427,0.0427,-0.1348,0.0287,-160,120,PASS,below_min_edge
691587,"Pérez, Eury",4.494,4.5,5.5,18,default,Preview,2026-07-01T00:40:00Z,2.831,early,0.3612,0.6388,0.4444,0.6226,0.4165,0.5835,-0.0553,0.0553,-0.1874,0.026,125,-165,PASS,below_min_ev(3%)
696149,"Chandler, Bubba",4.207,4.0,4.5,19,lineup,Preview,2026-06-30T22:40:00Z,2.417,early,0.4517,0.5483,0.5652,0.5,0.5306,0.4694,-0.0789,0.0789,-0.2008,0.0965,-130,100,PASS,below_min_ev(10%)
676917,"Cavalli, Cade",4.069,4.0,4.5,18,lineup,Preview,2026-06-30T23:10:00Z,2.611,early,0.4344,0.5656,0.5652,0.5,0.5306,0.4694,-0.0962,0.0962,-0.2314,0.1311,-130,100,PASS,below_min_ev(13%)
694738,"Roupp, Landen",4.083,4.0,4.5,19,lineup,Preview,2026-07-01T01:40:00Z,2.462,early,0.4327,0.5673,0.5745,0.4878,0.5408,0.4592,-0.108,0.108,-0.2467,0.1629,-135,105,UNDER,
681347,"Burrows, Mike",4.088,4.0,4.5,19,lineup,Preview,2026-07-01T00:10:00Z,2.451,early,0.4333,0.5667,0.5918,0.4762,0.5541,0.4459,-0.1209,0.1209,-0.2679,0.1901,-145,110,UNDER,
680736,"Wrobleski, Justin",4.11,4.0,4.5,19,default,Preview,2026-07-01T01:40:00Z,2.923,early,0.4469,0.5531,0.6154,0.4545,0.5752,0.4248,-0.1282,0.1282,-0.2737,0.2167,-160,120,UNDER,
676440,"Bibee, Tanner",4.046,4.0,5.5,19,lineup,Preview,2026-06-30T22:40:00Z,2.417,early,0.2737,0.7263,0.4545,0.6154,0.4248,0.5752,-0.1511,0.1511,-0.3979,0.1803,120,-160,PASS,fair_book_gap(1.5)
592332,"Gausman, Kevin",4.348,4.5,5.5,19,lineup,Preview,2026-06-30T23:07:00Z,2.695,early,0.3345,0.6655,0.5455,0.5238,0.5101,0.4899,-0.1756,0.1756,-0.3867,0.2704,-120,-110,PASS,ev_cap(27%)
690997,"McLean, Nolan",4.166,4.0,5.5,20,lineup,Preview,2026-06-30T23:07:00Z,2.691,early,0.31,0.69,0.5238,0.5455,0.4899,0.5101,-0.1799,0.1799,-0.4081,0.265,-110,-120,PASS,ev_cap(26%)
813349,"Early, Connelly",4.608,4.5,5.5,20,lineup,Preview,2026-06-30T23:10:00Z,2.389,early,0.3544,0.6456,0.5745,0.4878,0.5408,0.4592,-0.1864,0.1864,-0.3831,0.3235,-135,105,PASS,ev_cap(32%)
667755,"Soriano, José",4.146,4.0,5.5,18,lineup,Preview,2026-07-01T01:40:00Z,2.538,early,0.2969,0.7031,0.5455,0.5238,0.5101,0.4899,-0.2132,0.2132,-0.4557,0.3423,-120,-110,PASS,ev_cap(34%)
687075,"Sproat, Brandon",3.991,4.0,5.5,18,lineup,Preview,2026-06-30T23:40:00Z,2.494,early,0.2726,0.7274,0.5238,0.5455,0.4899,0.5101,-0.2173,0.2173,-0.4796,0.3336,-110,-120,PASS,ev_cap(33%)
594798,"deGrom, Jacob",5.251,5.5,6.5,20,lineup,Preview,2026-06-30T22:40:00Z,2.435,early,0.304,0.696,0.5745,0.4878,0.5408,0.4592,-0.2368,0.2368,-0.4709,0.4268,-135,105,PASS,ev_cap(43%)
693645,"Schlittler, Cam",5.237,5.0,7.5,20,lineup,Preview,2026-06-30T23:05:00Z,2.494,early,0.1821,0.8179,0.4762,0.5918,0.4459,0.5541,-0.2637,0.2637,-0.6175,0.3819,110,-145,PASS,ev_cap(38%)
693433,"Woo, Bryan",4.624,4.5,7.5,19,default,Preview,2026-07-01T01:40:00Z,2.801,early,0.1523,0.8477,0.5,0.5652,0.4694,0.5306,-0.3171,0.3171,-0.6954,0.4998,100,-130,PASS,ev_cap(50%)
657746,"Ryan, Joe",4.762,5.0,6.5,19,lineup,Preview,2026-07-01T00:10:00Z,2.531,early,0.2461,0.7539,0.6,0.4651,0.5633,0.4367,-0.3172,0.3172,-0.5898,0.6208,-150,115,PASS,ev_cap(62%)
669373,"Skubal, Tarik",4.886,5.0,7.5,19,lineup,Preview,2026-06-30T23:05:00Z,2.417,early,0.1397,0.8603,0.5,0.5652,0.4694,0.5306,-0.3297,0.3297,-0.7206,0.5221,100,-130,PASS,ev_cap(52%)
650911,"Sánchez, Cristopher",4.96,5.0,7.5,20,lineup,Preview,2026-06-30T22:40:00Z,2.296,early,0.1343,0.8657,0.5556,0.5122,0.5203,0.4797,-0.386,0.386,-0.7582,0.6901,-125,-105,PASS,ev_cap(69%)
